Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides IP_01	Peptides IP_02	Peptides IP_03	Peptides IP_04	Peptides RNase_01	Peptides RNase_02	Peptides RNase_03	Peptides RNase_04	Peptides WT_01	Peptides WT_02	Peptides WT_03	Peptides WT_04	Razor + unique peptides IP_01	Razor + unique peptides IP_02	Razor + unique peptides IP_03	Razor + unique peptides IP_04	Razor + unique peptides RNase_01	Razor + unique peptides RNase_02	Razor + unique peptides RNase_03	Razor + unique peptides RNase_04	Razor + unique peptides WT_01	Razor + unique peptides WT_02	Razor + unique peptides WT_03	Razor + unique peptides WT_04	Unique peptides IP_01	Unique peptides IP_02	Unique peptides IP_03	Unique peptides IP_04	Unique peptides RNase_01	Unique peptides RNase_02	Unique peptides RNase_03	Unique peptides RNase_04	Unique peptides WT_01	Unique peptides WT_02	Unique peptides WT_03	Unique peptides WT_04	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type IP_01	Identification type IP_02	Identification type IP_03	Identification type IP_04	Identification type RNase_01	Identification type RNase_02	Identification type RNase_03	Identification type RNase_04	Identification type WT_01	Identification type WT_02	Identification type WT_03	Identification type WT_04	Sequence coverage IP_01 [%]	Sequence coverage IP_02 [%]	Sequence coverage IP_03 [%]	Sequence coverage IP_04 [%]	Sequence coverage RNase_01 [%]	Sequence coverage RNase_02 [%]	Sequence coverage RNase_03 [%]	Sequence coverage RNase_04 [%]	Sequence coverage WT_01 [%]	Sequence coverage WT_02 [%]	Sequence coverage WT_03 [%]	Sequence coverage WT_04 [%]	Intensity	Intensity IP_01	Intensity IP_02	Intensity IP_03	Intensity IP_04	Intensity RNase_01	Intensity RNase_02	Intensity RNase_03	Intensity RNase_04	Intensity WT_01	Intensity WT_02	Intensity WT_03	Intensity WT_04	iBAQ	iBAQ IP_01	iBAQ IP_02	iBAQ IP_03	iBAQ IP_04	iBAQ RNase_01	iBAQ RNase_02	iBAQ RNase_03	iBAQ RNase_04	iBAQ WT_01	iBAQ WT_02	iBAQ WT_03	iBAQ WT_04	LFQ intensity IP_01	LFQ intensity IP_02	LFQ intensity IP_03	LFQ intensity IP_04	LFQ intensity RNase_01	LFQ intensity RNase_02	LFQ intensity RNase_03	LFQ intensity RNase_04	LFQ intensity WT_01	LFQ intensity WT_02	LFQ intensity WT_03	LFQ intensity WT_04	MS/MS count IP_01	MS/MS count IP_02	MS/MS count IP_03	MS/MS count IP_04	MS/MS count RNase_01	MS/MS count RNase_02	MS/MS count RNase_03	MS/MS count RNase_04	MS/MS count WT_01	MS/MS count WT_02	MS/MS count WT_03	MS/MS count WT_04	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
YBR127C	YBR127C	9	9	9	YBR127C VMA2 SGDID:S000000331, Chr II from 492822-491269, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit B of V1 peripheral membrane domain of vacuolar H+-ATPase; an electrogenic proton pump found throughout the endomembrane system; cont	1	9	9	9	8	9	9	9	8	7	8	1	6	7	7	7	8	9	9	9	8	7	8	1	6	7	7	7	8	9	9	9	8	7	8	1	6	7	7	7	25.5	25.5	25.5	57.749	517	517	0	121.78	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	24	25.5	25.5	25.5	22.2	16.6	22.2	1.9	17.2	20.9	20.9	16.6	1931000000	73608000	200130000	214180000	217770000	181500000	137890000	162310000	177350000	75102000	135050000	242370000	113740000	148540000	5662200	15394000	16475000	16752000	13962000	10607000	12485000	13642000	5777100	10389000	18644000	8749200	50687000	64894000	66876000	62056000	57756000	58943000	57942000	0	82406000	85297000	102160000	78508000	4	9	10	7	7	5	7	2	5	7	9	6	78				139	431;587;1007;1055;1621;2087;2164;2906;3814	True;True;True;True;True;True;True;True;True	467;631;1072;1125;1727;2218;2301;3090;4101	4842;4843;4844;4845;4846;4847;4848;4849;4850;4851;4852;6507;6508;6509;6510;6511;6512;6513;6514;6515;6516;6517;6518;6519;6520;6521;6522;6523;6524;6525;6526;6527;6528;10845;10846;10847;10848;10849;10850;10851;10852;11340;11341;11342;11343;11344;11345;11346;11347;11348;11349;11350;11351;11352;11353;11354;11355;11356;17705;17706;17707;17708;17709;23202;23203;23204;23205;23206;23207;23208;23209;23210;23211;23967;23968;23969;23970;23971;23972;23973;23974;23975;31424;31425;31426;31427;31428;31429;31430;31431;31432;31433;41959;41960;41961;41962;41963;41964;41965;41966;41967;41968;41969;41970;41971;41972;41973;41974;41975;41976;41977;41978;41979;41980;41981;41982;41983;41984;41985;41986;41987;41988;41989	3333;3334;3335;3336;3337;3338;3339;3340;3341;3342;4515;4516;4517;4518;4519;4520;4521;4522;4523;4524;4525;4526;4527;4528;4529;4530;4531;4532;4533;4534;7546;7547;7548;7878;7879;7880;7881;7882;12451;12452;12453;16438;16439;16440;16441;16442;16443;16444;16445;16908;16909;16910;16911;21769;21770;21771;21772;21773;21774;21775;21776;21777;21778;29184;29185;29186;29187;29188;29189;29190;29191;29192;29193;29194;29195;29196;29197;29198	3334;4519;7547;7878;12451;16445;16910;21777;29187	135	383
YBR142W	YBR142W	4	4	4	YBR142W MAK5 SGDID:S000000346, Chr II from 528317-530638, Genome Release 64-2-1, Verified ORF, Essential nucleolar protein; putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large (60S) ribosomal subunits	1	4	4	4	3	4	3	4	2	2	3	0	2	1	2	1	3	4	3	4	2	2	3	0	2	1	2	1	3	4	3	4	2	2	3	0	2	1	2	1	6	6	6	87.047	773	773	0	7.149	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching		By matching	By matching	By matching	By matching	4.1	6	4.1	6	3	3	4.1	0	2.2	1.2	3	1	67499000	4620900	13251000	11734000	11691000	5616700	5228300	8349300	0	1168600	1382700	3573400	883370	2410700	165030	473240	419060	417530	200600	186730	298190	0	41736	49381	127620	31549	2859900	3195100	4025900	3064900	2800400	2940300	3040500	0	2172800	0	2228800	0	0	0	3	2	0	0	0	0	0	0	0	0	5				140	2689;4072;4632;5297	True;True;True;True	2854;4392;4994;5708	29213;29214;29215;29216;29217;29218;29219;29220;29221;29222;44882;44883;44884;44885;44886;44887;44888;50899;50900;59640;59641;59642;59643;59644;59645;59646;59647	20353;31138;31139;35396;41965	20353;31138;35396;41965		
YBR143C	YBR143C	16	16	16	YBR143C SUP45 SGDID:S000000347, Chr II from 532182-530869, Genome Release 64-2-1, reverse complement, Verified ORF, Polypeptide release factor (eRF1) in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p-Tr	1	16	16	16	13	14	14	14	11	12	11	0	9	13	14	10	13	14	14	14	11	12	11	0	9	13	14	10	13	14	14	14	11	12	11	0	9	13	14	10	46.2	46.2	46.2	49.005	437	437	0	218.04	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	38.7	39.8	41	39.8	27.7	30.2	27.7	0	22.4	33.6	38.4	25.6	1684000000	164030000	305680000	288760000	236340000	165220000	126250000	102010000	0	41363000	82159000	122430000	49720000	60141000	5858100	10917000	10313000	8440800	5900900	4509000	3643100	0	1477300	2934200	4372400	1775700	104750000	103540000	89489000	75959000	65445000	56078000	40910000	0	50209000	41991000	40083000	37563000	10	16	13	13	7	8	5	0	2	4	6	2	86				141	196;1275;1353;1632;1680;2696;2714;3015;3040;3093;3181;3198;3902;4135;4150;4657	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	213;1362;1449;1738;1790;2861;2881;3202;3227;3305;3306;3412;3430;4206;4457;4472;5022	2151;2152;2153;2154;2155;2156;2157;2158;2159;2160;2161;2162;2163;13594;13595;13596;13597;13598;13599;13600;13601;13602;13603;13604;15144;15145;15146;15147;15148;15149;15150;15151;15152;15153;17795;17796;17797;17798;17799;17800;17801;17802;17803;17804;17805;18354;18355;18356;18357;18358;18359;18360;18361;18362;29288;29289;29290;29291;29292;29293;29294;29425;29426;29427;29428;29429;29430;29431;29432;32432;32433;32434;32435;32436;32437;32438;32699;32700;32701;32702;32703;32704;32705;32706;32707;32708;32709;33359;33360;33361;33362;33363;33364;33365;33366;33367;33368;33369;33370;33371;33372;33373;33374;33375;33376;33377;33378;33379;34264;34265;34266;34267;34268;34269;34270;34271;34272;34273;34274;34446;34447;34448;43251;43252;43253;43254;43255;43256;43257;45439;45440;45441;45442;45443;45553;45554;45555;51278;51279;51280;51281;51282;51283;51284;51285;51286;51287;51288	1499;1500;1501;1502;1503;1504;1505;1506;1507;9411;9412;9413;9414;9415;9416;9417;9418;9419;9420;9421;10923;10924;10925;10926;12499;12500;12501;12502;12503;12504;12505;12506;12858;12859;12860;12861;12862;12863;12864;12865;20408;20409;20410;20411;20412;20480;20481;20482;20483;22420;22421;22583;22584;22585;22586;22587;23057;23058;23059;23060;23061;23062;23063;23064;23065;23066;23067;23068;23594;23595;23596;23597;23598;23599;23600;23601;23737;23738;30092;30093;30094;31533;31534;31535;31599;35649;35650	1501;9420;10923;12502;12860;20411;20482;22420;22584;23060;23598;23737;30093;31533;31599;35650	136	48
YBR154C	YBR154C	3	3	3	YBR154C RPB5 SGDID:S000000358, Chr II from 549009-548362, Genome Release 64-2-1, reverse complement, Verified ORF, RNA polymerase subunit ABC27; common to RNA polymerases I, II, and III; contacts DNA and affects transactivation	1	3	3	3	2	3	3	3	2	2	0	0	2	0	2	2	2	3	3	3	2	2	0	0	2	0	2	2	2	3	3	3	2	2	0	0	2	0	2	2	25.1	25.1	25.1	25.079	215	215	0	8.8926	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching			By matching		By matching	By matching	18.1	25.1	25.1	25.1	15.8	15.8	0	0	15.8	0	18.1	15.8	84374000	11409000	16814000	16031000	13000000	6397300	6226000	0	0	3535900	0	6455600	4504600	7670400	1037200	1528600	1457400	1181800	581580	566000	0	0	321450	0	586870	409510	5629400	5146100	3925100	3970200	3857500	4021400	0	0	4760900	0	0	4444800	1	2	0	1	0	0	0	0	0	0	0	0	4				142	701;1137;3096	True;True;True	751;1215;3312	7661;7662;7663;7664;7665;7666;7667;7668;7669;12162;12163;12164;12165;12166;33423;33424;33425;33426;33427;33428;33429	5202;5203;8386;23102;23103	5203;8386;23103		
YBR160W	YBR160W	1	1	1	YBR160W CDC28 SGDID:S000000364, Chr II from 560078-560974, Genome Release 64-2-1, Verified ORF, Cyclin-dependent kinase (CDK) catalytic subunit; master regulator of mitotic and meiotic cell cycles; alternately associates with G1 (CLNs), S and G2/M (CLBs) 	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	0	0	1	6.4	6.4	6.4	34.061	298	298	0.0034325	1.933		By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching				By matching	0	6.4	6.4	6.4	6.4	6.4	6.4	6.4	0	0	0	6.4	22566000	0	2477100	3265900	3207600	3693600	2151800	1712700	4175800	0	0	0	1881800	1880500	0	206420	272160	267300	307800	179320	142720	347980	0	0	0	156810	0	0	0	0	0	0	0	0	0	0	0	1376100	0	0	0	0	0	0	0	0	0	0	0	0	0				143	666	True	714	7280;7281;7282;7283;7284;7285;7286;7287	4945	4945		
YPL090C;YBR181C	YPL090C;YBR181C	11;11	11;11	11;11	YPL090C RPS6A SGDID:S000006011, Chr XVI from 377995-377291,378395-378390, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; 	2	11	11	11	9	11	10	10	10	9	9	6	9	9	8	9	9	11	10	10	10	9	9	6	9	9	8	9	9	11	10	10	10	9	9	6	9	9	8	9	64.4	64.4	64.4	26.996	236	236;236	0	273.64	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50	64.4	55.9	55.9	55.9	50	50	40.3	50	50	44.5	50	17108000000	1049600000	1497000000	1613400000	1321800000	2871200000	2334300000	1792300000	1521000000	423400000	781180000	1164100000	738900000	1222000000	74970000	106930000	115240000	94412000	205090000	166740000	128020000	108640000	30243000	55799000	83152000	52778000	699710000	556820000	532800000	451760000	1054500000	1036000000	650950000	448590000	374770000	482270000	474200000	589290000	16	19	18	19	20	15	17	10	12	13	12	13	184				144	852;1561;2186;2355;2783;3389;3475;3663;4244;4357;4974	True;True;True;True;True;True;True;True;True;True;True	909;1664;2325;2503;2962;3643;3739;3934;4575;4698;5364	9160;9161;9162;9163;9164;9165;9166;9167;9168;9169;9170;9171;9172;9173;9174;9175;9176;9177;17102;17103;17104;17105;17106;17107;17108;17109;17110;17111;17112;24173;24174;24175;24176;24177;24178;24179;24180;24181;24182;26017;26018;26019;26020;26021;26022;26023;26024;26025;26026;26027;26028;26029;26030;26031;26032;26033;26034;26035;26036;26037;26038;26039;26040;30261;30262;30263;30264;30265;30266;30267;30268;30269;30270;30271;30272;30273;30274;30275;30276;37069;37070;37071;37072;38010;38011;38012;38013;38014;38015;38016;38017;38018;38019;38020;38021;38022;38023;38024;38025;38026;38027;38028;38029;38030;38031;39808;39809;39810;39811;39812;39813;39814;39815;39816;39817;39818;39819;39820;39821;39822;39823;39824;39825;39826;39827;39828;39829;39830;39831;39832;39833;39834;39835;39836;39837;39838;46557;47610;47611;47612;47613;47614;47615;47616;47617;47618;47619;47620;47621;47622;47623;47624;47625;47626;47627;47628;47629;47630;47631;47632;47633;55607;55608;55609;55610;55611;55612;55613;55614;55615;55616;55617;55618;55619;55620;55621;55622;55623;55624;55625;55626;55627;55628	6216;6217;6218;6219;6220;6221;6222;6223;6224;6225;6226;6227;6228;6229;6230;6231;6232;6233;12032;12033;12034;12035;12036;12037;12038;12039;12040;12041;12042;17027;17028;17029;17030;17031;17032;17033;17034;18312;18313;18314;18315;18316;18317;18318;18319;18320;18321;18322;18323;18324;18325;18326;18327;18328;18329;18330;18331;18332;18333;18334;18335;18336;18337;21064;21065;21066;21067;21068;21069;21070;21071;21072;21073;21074;21075;21076;25812;26424;26425;26426;26427;26428;26429;26430;26431;26432;26433;26434;26435;26436;26437;26438;26439;26440;26441;26442;26443;26444;26445;26446;26447;26448;26449;27545;27546;27547;27548;27549;27550;27551;27552;27553;27554;27555;27556;27557;27558;27559;27560;27561;27562;27563;27564;27565;27566;27567;27568;27569;27570;27571;32400;33095;33096;33097;33098;33099;33100;33101;33102;33103;33104;33105;33106;33107;33108;33109;33110;33111;33112;33113;33114;33115;33116;33117;33118;39011;39012;39013;39014;39015;39016;39017;39018;39019;39020;39021;39022;39023;39024;39025;39026;39027;39028;39029;39030;39031;39032;39033;39034;39035;39036;39037;39038;39039;39040;39041	6229;12041;17030;18331;21072;25812;26430;27558;32400;33113;39019		
YBR189W	YBR189W	11	11	1	YBR189W RPS9B SGDID:S000000393, Chr II from 604508-604514,604928-605508, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9B has a paralog, RPS9A	1	11	11	1	8	9	10	10	11	11	11	5	7	9	10	8	8	9	10	10	11	11	11	5	7	9	10	8	1	1	1	1	1	1	1	0	1	1	1	1	71.8	71.8	6.2	22.298	195	195	0	91.025	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	45.1	49.2	58.5	58.5	71.8	71.8	71.8	27.7	37.4	53.8	67.2	44.6	14470000000	672990000	1167600000	1087200000	995910000	2722700000	2290900000	1943200000	1013700000	291280000	650310000	931790000	702380000	1205800000	56082000	97296000	90597000	82992000	226890000	190910000	161930000	84475000	24273000	54192000	77649000	58531000	468010000	316370000	272230000	303670000	963450000	949770000	642000000	430760000	260460000	363280000	345960000	457240000	10	13	14	13	23	22	15	5	4	12	12	12	155				145	1827;2206;2374;2467;2532;3408;3501;3637;3732;4234;4708	True;True;True;True;True;True;True;True;True;True;True	1949;2348;2523;2625;2691;3662;3765;3766;3908;4008;4565;5080	20178;20179;20180;20181;20182;20183;20184;20185;24461;24462;24463;24464;24465;24466;24467;24468;24469;24470;24471;24472;24473;24474;24475;24476;24477;24478;24479;24480;24481;24482;26214;26215;26216;26217;26218;26219;26220;26221;26222;26223;26224;26225;26226;26227;26228;26229;26230;26231;26232;26233;26234;26235;26236;27193;27194;27195;27196;27197;27198;27199;27200;27201;27202;27203;27204;27205;27206;27207;27208;27209;27790;27791;27792;27793;27794;27795;27796;27797;27798;27799;27800;27801;37247;37248;37249;37250;37251;37252;37253;38332;38333;38334;38335;38336;38337;38338;38339;38340;38341;38342;38343;38344;38345;38346;38347;38348;38349;38350;38351;38352;38353;38354;38355;38356;38357;38358;38359;38360;38361;38362;38363;38364;38365;38366;38367;39623;39624;39625;39626;39627;39628;39629;39630;39631;39632;39633;39634;39635;39636;39637;40653;40654;40655;40656;40657;40658;40659;40660;40661;40662;40663;40664;40665;40666;40667;40668;40669;40670;40671;40672;40673;46480;46481;46482;46483;46484;46485;46486;46487;51938;51939;51940;51941;51942;51943;51944;51945;51946;51947;51948;51949;51950;51951;51952;51953;51954;51955;51956;51957;51958;51959;51960;51961	14201;14202;14203;14204;14205;17318;17319;17320;17321;17322;17323;17324;17325;17326;17327;17328;17329;17330;17331;17332;17333;17334;17335;17336;17337;17338;17339;17340;18447;18448;18449;18450;18451;18452;18453;18454;18455;18456;18457;19062;19063;19064;19065;19066;19067;19068;19069;19070;19071;19072;19073;19074;19075;19076;19485;19486;19487;19488;19489;19490;19491;19492;25948;25949;25950;25951;26675;26676;26677;26678;26679;26680;26681;26682;26683;26684;26685;26686;26687;26688;26689;26690;26691;26692;26693;26694;26695;26696;26697;26698;26699;26700;26701;26702;26703;27471;27472;27473;27474;27475;28112;28113;28114;28115;28116;28117;28118;28119;28120;28121;28122;28123;28124;28125;28126;28127;28128;28129;28130;28131;28132;28133;28134;32340;32341;32342;32343;32344;32345;32346;36073;36074;36075;36076;36077;36078;36079;36080;36081;36082;36083;36084;36085;36086;36087;36088;36089;36090;36091;36092;36093;36094;36095;36096;36097	14201;17335;18448;19071;19485;25949;26687;27473;28123;32346;36087	137	147
YBR191W	YBR191W	9	9	1	YBR191W RPL21A SGDID:S000000395, Chr II from 606270-606280,606669-607140, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L21A; homologous to mammalian ribosomal protein L21, no bacterial homolog; RPL21A has a paralog, RPL21B, that aros	1	9	9	1	9	9	9	9	9	9	9	5	8	9	9	9	9	9	9	9	9	9	9	5	8	9	9	9	1	1	1	1	1	1	1	0	1	1	1	1	66.2	66.2	6.9	18.242	160	160	0	106.41	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	66.2	66.2	66.2	66.2	66.2	66.2	66.2	28.1	60	66.2	66.2	66.2	14574000000	898620000	1487200000	1297000000	1112200000	2727100000	2181500000	1638700000	716810000	298290000	680420000	920090000	615980000	1457400000	89862000	148720000	129700000	111220000	272710000	218150000	163870000	71681000	29829000	68042000	92009000	61598000	521740000	451840000	351800000	343530000	1015400000	957470000	589770000	366610000	308070000	399730000	343040000	455500000	14	15	14	15	17	16	13	6	6	11	10	10	147				146	298;475;1813;3120;3701;3738;4179;4403;4769	True;True;True;True;True;True;True;True;True	323;514;1935;3346;3347;3975;4014;4502;4746;5146	3279;3280;3281;3282;3283;3284;3285;3286;3287;3288;3289;3290;5398;5399;5400;5401;5402;5403;5404;5405;5406;5407;5408;5409;5410;5411;5412;19983;19984;19985;19986;19987;19988;19989;19990;19991;19992;19993;19994;19995;19996;19997;33684;33685;33686;33687;33688;33689;33690;33691;33692;33693;33694;33695;33696;33697;33698;33699;33700;33701;33702;33703;33704;33705;33706;33707;33708;33709;33710;33711;33712;33713;33714;33715;33716;33717;33718;33719;33720;33721;33722;33723;33724;33725;33726;33727;33728;33729;33730;33731;33732;33733;33734;33735;33736;33737;33738;33739;33740;33741;33742;33743;40305;40306;40307;40308;40309;40310;40311;40312;40313;40314;40315;40316;40317;40318;40319;40320;40321;40322;40323;40324;40325;40326;40327;40328;40329;40330;40331;40332;40737;40738;40739;40740;40741;40742;40743;40744;40745;40746;40747;40748;40749;40750;40751;40752;40753;40754;40755;40756;45768;45769;45770;45771;45772;45773;45774;45775;45776;45777;45778;45779;48133;48134;48135;48136;48137;48138;48139;48140;48141;48142;48143;52613;52614;52615;52616;52617;52618;52619;52620;52621;52622;52623;52624;52625;52626;52627;52628	2220;2221;2222;2223;2224;2225;2226;2227;2228;2229;2230;2231;3732;3733;3734;3735;3736;3737;3738;3739;3740;3741;3742;3743;3744;14034;14035;14036;14037;14038;14039;14040;14041;14042;14043;14044;14045;14046;14047;14048;14049;14050;23277;23278;23279;23280;23281;23282;23283;23284;23285;23286;23287;23288;23289;23290;23291;23292;23293;23294;23295;23296;23297;23298;23299;23300;23301;23302;23303;23304;23305;23306;23307;23308;23309;23310;27909;27910;27911;27912;27913;27914;27915;27916;27917;27918;27919;27920;27921;27922;27923;27924;27925;27926;27927;27928;28187;28188;28189;28190;28191;28192;28193;28194;28195;28196;28197;28198;28199;28200;28201;28202;28203;28204;28205;31776;31777;31778;31779;31780;31781;31782;31783;31784;31785;31786;31787;31788;31789;33455;33456;33457;33458;33459;33460;33461;33462;36545;36546;36547;36548;36549;36550;36551;36552;36553;36554;36555;36556	2228;3744;14037;23300;27921;28194;31776;33456;36555	138	79
YBR196C	YBR196C	21	21	21	YBR196C PGI1 SGDID:S000000400, Chr II from 613900-612236, Genome Release 64-2-1, reverse complement, Verified ORF, Glycolytic enzyme phosphoglucose isomerase; catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate; required for cell	1	21	21	21	16	17	19	19	15	14	17	0	14	17	20	16	16	17	19	19	15	14	17	0	14	17	20	16	16	17	19	19	15	14	17	0	14	17	20	16	56.7	56.7	56.7	61.298	554	554	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	38.4	43.9	52.3	52.3	40.1	33.4	41.2	0	32.9	40.1	52.3	39.4	5345500000	150460000	573140000	1096200000	1117400000	239380000	167590000	360450000	0	123240000	380650000	921010000	216030000	281340000	7918800	30165000	57695000	58809000	12599000	8820600	18971000	0	6486500	20034000	48474000	11370000	111360000	198000000	306940000	350320000	99345000	86853000	147550000	0	148270000	234910000	343390000	163090000	10	21	29	26	9	8	10	0	10	14	19	10	166				147	82;825;923;996;1806;1891;2097;2241;2314;2493;2680;3088;3089;3261;4070;4250;4371;4372;4391;4761;5049	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	88;880;881;986;1061;1928;2016;2229;2384;2459;2651;2845;3299;3300;3301;3499;4390;4581;4713;4714;4733;5137;5447	858;859;860;861;862;863;864;865;866;867;868;869;870;871;872;873;874;875;876;877;878;879;8886;8887;8888;8889;8890;8891;8892;8893;8894;8895;8896;8897;8898;8899;8900;8901;8902;8903;8904;8905;8906;8907;8908;8909;8910;8911;8912;8913;8914;8915;8916;8917;8918;8919;8920;8921;8922;8923;8924;8925;10111;10112;10113;10114;10115;10116;10117;10118;10119;10120;10121;10122;10123;10124;10125;10126;10127;10128;10129;10130;10740;10741;10742;10743;10744;10745;10746;10747;10748;10749;10750;19881;19882;19883;19884;19885;19886;19887;19888;19889;19890;19891;19892;19893;19894;19895;19896;19897;19898;19899;19900;19901;19902;21074;21075;21076;23316;23317;23318;23319;23320;23321;23322;23323;23324;23325;24822;25515;25516;25517;25518;25519;25520;25521;25522;25523;27506;27507;27508;27509;27510;27511;27512;27513;27514;27515;29129;29130;29131;29132;29133;29134;29135;29136;29137;29138;29139;29140;29141;29142;29143;29144;33337;33338;33339;33340;33341;33342;33343;33344;33345;33346;33347;33348;33349;35196;35197;35198;35199;35200;35201;35202;35203;35204;35205;35206;35207;35208;44860;44861;44862;44863;44864;44865;44866;44867;44868;44869;44870;46615;46616;46617;46618;46619;46620;46621;46622;47739;47740;47741;47742;47743;47744;47745;47746;47747;47748;47749;47750;47751;47752;47753;47754;47755;47756;47757;47758;47968;47969;47970;47971;47972;47973;47974;47975;47976;47977;47978;47979;47980;47981;47982;47983;47984;47985;47986;47987;47988;47989;52490;52491;52492;52493;52494;52495;52496;52497;52498;52499;52500;52501;52502;52503;52504;52505;52506;52507;56622;56623;56624;56625;56626;56627;56628;56629;56630;56631;56632	709;710;711;712;713;714;715;716;717;718;719;720;721;722;723;724;725;726;727;728;729;730;731;732;6033;6034;6035;6036;6037;6038;6039;6040;6041;6042;6043;6044;6045;6046;6047;6048;6049;6050;6051;6052;6053;6054;6055;6056;6057;6058;6987;6988;6989;6990;6991;6992;6993;6994;6995;6996;7494;7495;7496;7497;13957;13958;13959;13960;13961;13962;13963;13964;13965;13966;13967;13968;13969;13970;13971;13972;13973;13974;15066;16512;16513;17521;17979;19331;19332;19333;19334;19335;19336;20275;20276;20277;20278;20279;20280;20281;20282;20283;20284;20285;20286;20287;20288;23046;23047;23048;23049;24340;24341;24342;24343;24344;24345;24346;24347;24348;31124;31125;31126;31127;31128;31129;31130;31131;31132;31133;31134;32443;32444;32445;33168;33169;33170;33171;33172;33173;33174;33175;33176;33177;33178;33179;33331;33332;33333;33334;33335;36450;36451;36452;36453;36454;36455;36456;36457;36458;36459;36460;36461;39759;39760;39761;39762;39763;39764;39765;39766;39767;39768;39769	726;6041;6995;7496;13968;15066;16513;17521;17979;19335;20285;23046;23049;24343;31126;32443;33170;33179;33334;36461;39765	139;140;141;142	93;175;433;446
YBR218C;YGL062W	YBR218C;YGL062W	6;4	6;4	6;4	YBR218C PYC2 SGDID:S000000422, Chr II from 662249-658707, Genome Release 64-2-1, reverse complement, Verified ORF, Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc1p; mutati	2	6	6	6	4	5	5	6	0	1	1	2	0	1	0	0	4	5	5	6	0	1	1	2	0	1	0	0	4	5	5	6	0	1	1	2	0	1	0	0	5.9	5.9	5.9	130.17	1180	1180;1178	0	43.236	By matching	By MS/MS	By MS/MS	By MS/MS		By matching	By matching	By matching		By MS/MS			4.1	4.8	5.2	5.9	0	1	1	1.7	0	0.7	0	0	141460000	5351600	19582000	33697000	51192000	0	734710	1744500	29157000	0	0	0	0	4286600	162170	593390	1021100	1551300	0	22264	52863	883560	0	0	0	0	5593300	7277000	10584000	13688000	0	0	0	9861000	0	0	0	0	0	1	4	7	0	0	0	0	0	1	0	0	13				148	2197;2297;2468;2827;5058;5061	True;True;True;True;True;True	2336;2442;2626;3011;5456;5459	24281;24282;24283;24284;25335;25336;25337;25338;25339;25340;25341;25342;25343;27210;27211;27212;27213;30672;30673;56682;56683;56684;56685;56686;56687;56724;56725	17148;17149;17844;17845;19077;19078;19079;21305;39809;39810;39811;39850;39851	17148;17845;19079;21305;39809;39851		
