#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97553	853986	854497	34242	34705	YOL133W	YOR319W	HRT1	HSH49	HRT2|RBX1|ROC1|SCF ubiquitin ligase complex subunit HRT1|L000004443	L000003014	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q08273	-	NP_014508	Q99181	-	NP_014964	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954053	854497	850767	34705	31351	YOR319W	YLR078C	HSH49	BOS1	L000003014	SEC32|L000000192	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3463	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - bos1-1 [SGA score = -0.3463, P-value = 6.515E-11]	-	BIOGRID	Q99181	-	NP_014964	P25385	-	NP_013179	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954054	854497	850806	34705	31387	YOR319W	YLR115W	HSH49	CFT2	L000003014	YDH1|L000003599	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1213	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - cft2-1 [SGA score = -0.1213, P-value = 3.729E-10]	-	BIOGRID	Q99181	-	NP_014964	Q12102	-	NP_013216	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954055	854497	850808	34705	31389	YOR319W	YLR117C	HSH49	CLF1	L000003014	NTC77|SYF3|L000004628	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3198	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - clf1-1 [SGA score = -0.3198, P-value = 1.087E-20]	-	BIOGRID	Q99181	-	NP_014964	Q12309	-	NP_013218	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954056	854497	850973	34705	31536	YOR319W	YLR268W	HSH49	SEC22	L000003014	SLY2|TS26|TSL26|SNAP receptor SEC22|L000001845|S000029606|L000002362	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2623	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - sec22-1 [SGA score = -0.1991, P-value = 2.037E-6]|alleles: hsh49-5002 - sec22-supp1 [SGA score = -0.2623, P-value = 4.922E-7]	-	BIOGRID	Q99181	-	NP_014964	P22214	-	NP_013370	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954057	854497	851005	34705	31562	YOR319W	YLR298C	HSH49	YHC1	L000003014	U1C|U1-C|L000004161	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2249	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - yhc1-1 [SGA score = -0.2249, P-value = 0.0001227]|alleles: hsh49-5002 - yhc1-3 [SGA score = -0.1214, P-value = 1.068E-7]	-	BIOGRID	Q99181	-	NP_014964	Q05900	-	NP_013401	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954058	854497	854956	34705	35119	YOR319W	YML049C	HSH49	RSE1	L000003014	L000004030	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4623	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rse1-1 [SGA score = -0.4623, P-value = 2.747E-18]	-	BIOGRID	Q99181	-	NP_014964	Q04693	-	NP_013663	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954059	854497	854933	34705	35097	YOR319W	YML069W	HSH49	POB3	L000003014	FACT complex subunit POB3|L000003326	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.312	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - pob3-7 [SGA score = -0.3120, P-value = 5.987E-8]|alleles: hsh49-5002 - pob3-l78r [SGA score = -0.2450, P-value = 1.773E-6]	-	BIOGRID	Q99181	-	NP_014964	Q04636	-	NP_013642	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954060	854497	855237	34705	35375	YOR319W	YMR197C	HSH49	VTI1	L000003014	L000003598	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1759	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - vti1-11-supp1 [SGA score = -0.1759, P-value = 0.01871]	-	BIOGRID	Q99181	-	NP_014964	Q04338	-	NP_013924	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954061	854497	855253	34705	35391	YOR319W	YMR213W	HSH49	CEF1	L000003014	NTC85|L000004270	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1943	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - cef1-13 [SGA score = -0.1943, P-value = 2.219E-11]	-	BIOGRID	Q99181	-	NP_014964	Q03654	-	NP_013940	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954062	854497	855275	34705	35413	YOR319W	YMR235C	HSH49	RNA1	L000003014	L000001649	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.149	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rna1-s116f [SGA score = -0.1490, P-value = 0.004023]	-	BIOGRID	Q99181	-	NP_014964	P11745	-	NP_013962	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954063	854497	855281	34705	35419	YOR319W	YMR240C	HSH49	CUS1	L000003014	L000002833	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.6105	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - cus1-3 [SGA score = -0.6105, P-value = 7.065E-36]	-	BIOGRID	Q99181	-	NP_014964	Q02554	-	NP_013967	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954064	854497	855690	34705	35786	YOR319W	YNL038W	HSH49	GPI15	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1975	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - gpi15-5001 [SGA score = -0.1975, P-value = 0.0001624]	-	BIOGRID	Q99181	-	NP_014964	P53961	-	NP_014360	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954065	854497	855664	34705	35762	YOR319W	YNL061W	HSH49	NOP2	L000003014	YNA1|L000002535	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1462	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - nop2-6 [SGA score = -0.1462, P-value = 0.005232]	-	BIOGRID	Q99181	-	NP_014964	P40991	-	NP_014338	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954066	854497	855663	34705	35761	YOR319W	YNL062C	HSH49	GCD10	L000003014	TRM6|L000000676	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1391	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - gcd10-506 [SGA score = -0.1391, P-value = 0.002232]	-	BIOGRID	Q99181	-	NP_014964	P41814	-	NP_014337	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954067	854497	855584	34705	35688	YOR319W	YNL138W	HSH49	SRV2	L000003014	CAP|L000002068	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1499	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - srv2-2 [SGA score = -0.1499, P-value = 2.59E-7]	-	BIOGRID	Q99181	-	NP_014964	P17555	-	NP_014261	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954068	854497	855737	34705	35829	YOR319W	YNR003C	HSH49	RPC34	L000003014	C34|L000001689	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1245	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rpc34-1 [SGA score = -0.1245, P-value = 0.008184]	-	BIOGRID	Q99181	-	NP_014964	P32910	-	NP_014400	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954069	854497	855760	34705	35850	YOR319W	YNR026C	HSH49	SEC12	L000003014	SED2|Sar family guanine nucleotide exchange factor SEC12|L000001837	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.365	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - sec12-4 [SGA score = -0.3650, P-value = 9.512E-39]	-	BIOGRID	Q99181	-	NP_014964	P11655	-	NP_014423	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954070	854497	854085	34705	34332	YOR319W	YOL069W	HSH49	NUF2	L000003014	L000001286	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2053	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - nuf2-5001 [SGA score = -0.2053, P-value = 0.03844]	-	BIOGRID	Q99181	-	NP_014964	P33895	-	NP_014572	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954071	854497	856029	34705	36104	YOR319W	YPL076W	HSH49	GPI2	L000003014	GCR4|L000002807	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2258	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - gpi2-1-7b [SGA score = -0.2258, P-value = 0.0001521]	-	BIOGRID	Q99181	-	NP_014964	P46961	-	NP_015249	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954072	854497	856020	34705	36096	YOR319W	YPL085W	HSH49	SEC16	L000003014	LPF1|L000003051	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1815	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - sec16-2 [SGA score = -0.1815, P-value = 0.002671]	-	BIOGRID	Q99181	-	NP_014964	P48415	-	NP_015240	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954073	854497	855975	34705	36053	YOR319W	YPL128C	HSH49	TBF1	L000003014	LPI16|L000002264	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1646	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - tbf1-5001 [SGA score = -0.1646, P-value = 3.224E-5]	-	BIOGRID	Q99181	-	NP_014964	Q02457	-	NP_015197	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954074	854497	856209	34705	36262	YOR319W	YPR094W	HSH49	RDS3	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4476	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rds3-1 [SGA score = -0.4476, P-value = 0]	-	BIOGRID	Q99181	-	NP_014964	Q06835	-	NP_015419	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954075	854497	856251	34705	36299	YOR319W	YPR133C	HSH49	SPN1	L000003014	IWS1	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1407	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - spn1-k192n [SGA score = -0.1407, P-value = 4.361E-11]	-	BIOGRID	Q99181	-	NP_014964	Q06505	-	NP_015458	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1954076	854497	856311	34705	36353	YOR319W	YPR181C	HSH49	SEC23	L000003014	GTPase-activating protein SEC23|L000001846|S000028412	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1701	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - sec23-1 [SGA score = -0.1701, P-value = 0.03286]	-	BIOGRID	Q99181	-	NP_014964	P15303	-	NP_015507	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019147	854497	851222	34705	31755	YOR319W	YAL011W	HSH49	SWC3	L000003014	SWC1	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4059	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - swc3 [SGA score = -0.4059, P-value = 3.401E-15]	-	BIOGRID	Q99181	-	NP_014964	P31376	-	NP_009391	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019148	854497	852260	34705	32677	YOR319W	YBL021C	HSH49	HAP3	L000003014	L000000753	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1221	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - hap3 [SGA score = -0.1221, P-value = 0.04611]	-	BIOGRID	Q99181	-	NP_014964	P13434	-	NP_009532	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019149	854497	852249	34705	32666	YOR319W	YBL031W	HSH49	SHE1	L000003014	L000002867	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3203	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - she1 [SGA score = -0.3203, P-value = 2.216E-5]	-	BIOGRID	Q99181	-	NP_014964	P38200	-	NP_009522	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019150	854497	852229	34705	32647	YOR319W	YBL051C	HSH49	PIN4	L000003014	MDT1	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1251	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - pin4 [SGA score = -0.1251, P-value = 9.415E-14]	-	BIOGRID	Q99181	-	NP_014964	P34217	-	NP_009502	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019151	854497	852228	34705	32646	YOR319W	YBL052C	HSH49	SAS3	L000003014	KAT6|L000003280	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1537	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - sas3 [SGA score = -0.1537, P-value = 1.664E-9]	-	BIOGRID	Q99181	-	NP_014964	P34218	-	NP_009501	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019152	854497	852324	34705	32737	YOR319W	YBR036C	HSH49	CSG2	L000003014	CLS2|mannosylinositol phosphorylceramide synthase regulatory subunit|L000002979|L000000427	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1551	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - csg2 [SGA score = -0.1551, P-value = 0.04749]	-	BIOGRID	Q99181	-	NP_014964	P35206	-	NP_009592	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019153	854497	852416	34705	32821	YOR319W	YBR119W	HSH49	MUD1	L000003014	U1A|U1-A|L000001217	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2844	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - mud1 [SGA score = -0.2844, P-value = 5.024E-10]	-	BIOGRID	Q99181	-	NP_014964	P32605	-	NP_009677	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019154	854497	852532	34705	32926	YOR319W	YBR231C	HSH49	SWC5	L000003014	AOR1|L000004001	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.5719	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - swc5 [SGA score = -0.5719, P-value = 1.441E-13]	-	BIOGRID	Q99181	-	NP_014964	P38326	-	NP_009790	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019155	854497	850367	34705	30988	YOR319W	YCR009C	HSH49	RVS161	L000003014	END6|FUS7|SPE161|amphiphysin-like protein RVS161|L000001788	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1518	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rvs161 [SGA score = -0.1518, P-value = 2.408E-12]	-	BIOGRID	Q99181	-	NP_014964	P25343	-	NP_009935	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019156	854497	850397	34705	31014	YOR319W	YCR031C	HSH49	RPS14A	L000003014	CRY1|RPL59|ribosomal 40S subunit protein S14A|S11|rp59A|S14A|L000000423	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2906	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rps14a [SGA score = -0.2906, P-value = 7.416E-11]	-	BIOGRID	Q99181	-	NP_014964	P06367	-	NP_009960	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019157	854497	850399	34705	31016	YOR319W	YCR033W	HSH49	SNT1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1329	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - snt1 [SGA score = -0.1329, P-value = 1.549E-25]	-	BIOGRID	Q99181	-	NP_014964	P25357	-	NP_009962	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019158	854497	850431	34705	31043	YOR319W	YCR067C	HSH49	SED4	L000003014	L000001860	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1304	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - sed4 [SGA score = -0.1304, P-value = 0.0009411]	-	BIOGRID	Q99181	-	NP_014964	P25365	-	NP_009993	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019159	854497	850434	34705	31046	YOR319W	YCR071C	HSH49	IMG2	L000003014	mitochondrial 54S ribosomal protein IMG2|L000004446	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1709	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - img2 [SGA score = -0.1709, P-value = 0.001096]	-	BIOGRID	Q99181	-	NP_014964	P25642	-	NP_009996	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019160	854497	851563	34705	32053	YOR319W	YDL001W	HSH49	RMD1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.164	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - rmd1 [SGA score = -0.1640, P-value = 6.057E-7]	-	BIOGRID	Q99181	-	NP_014964	Q03441	-	NP_010283	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019161	854497	851562	34705	32052	YOR319W	YDL002C	HSH49	NHP10	L000003014	HMO2|L000002765	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2737	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - nhp10 [SGA score = -0.2737, P-value = 2.299E-13]	-	BIOGRID	Q99181	-	NP_014964	Q03435	-	NP_010282	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019162	854497	851694	34705	32172	YOR319W	YDR116C	HSH49	MRPL1	L000003014	mitochondrial 54S ribosomal protein MRPL1	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2133	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - mrpl1 [SGA score = -0.2133, P-value = 0.001277]	-	BIOGRID	Q99181	-	NP_014964	Q04599	-	NP_010401	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019163	854497	851727	34705	32203	YOR319W	YDR150W	HSH49	NUM1	L000003014	PAC12|L000001287	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1222	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - num1 [SGA score = -0.1222, P-value = 8.023E-7]	-	BIOGRID	Q99181	-	NP_014964	Q00402	-	NP_010434	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019164	854497	851788	34705	32257	YOR319W	YDR207C	HSH49	UME6	L000003014	CAR80|NIM2|RIM16|DNA-binding transcriptional regulator UME6|L000002426	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2279	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - ume6 [SGA score = -0.2279, P-value = 3.904E-7]	-	BIOGRID	Q99181	-	NP_014964	P39001	-	NP_010493	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2019165	854497	851911	34705	32369	YOR319W	YDR316W	HSH49	OMS1	L000003014	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1295	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hsh49-5002 - oms1 [SGA score = -0.1295, P-value = 0.001726]	-	BIOGRID	Q99181	-	NP_014964	Q06668	-	NP_010602	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
