#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
97395	851584	855450	32071	35569	YDR021W	YNL271C	FAL1	BNI1	ATP-dependent RNA helicase FAL1|L000003480	PPF3|SHE5|formin BNI1|L000000190	Affinity Capture-MS	physical	Gavin AC (2002)	PUBMED:11805826	559292	559292	High Throughput	-	-	-	-	BIOGRID	Q12099	-	NP_010304	P41832	-	NP_014128	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1951889	854211	851584	34447	32071	YOR046C	YDR021W	DBP5	FAL1	RAT8|ATP-dependent RNA helicase DBP5|L000003292	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.152	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: dbp5-1 - fal1-1 [SGA score = -0.1520, P-value = 0.002139]	-	BIOGRID	P20449	-	NP_014689	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1951959	854221	851584	34454	32071	YOR056C	YDR021W	NOB1	FAL1	YOR29-07	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1458	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: nob1-5001 - fal1-1 [SGA score = -0.1458, P-value = 0]	-	BIOGRID	Q08444	-	NP_014699	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1952175	854284	851584	34513	32071	YOR117W	YDR021W	RPT5	FAL1	YTA1|proteasome regulatory particle base subunit RPT5|L000002555	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1613	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpt5-5002 - fal1-1 [SGA score = -0.1613, P-value = 5.258E-12]	-	BIOGRID	P33297	-	NP_014760	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1952444	854320	851584	34545	32071	YOR149C	YDR021W	SMP3	FAL1	LAS2|SAP2|L000001935	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1603	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: smp3-1 - fal1-1 [SGA score = -0.1603, P-value = 0.03098]	-	BIOGRID	Q04174	-	NP_014792	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1952845	854369	851584	34592	32071	YOR194C	YDR021W	TOA1	FAL1	L000002316	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1398	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: toa1-5001 - fal1-1 [SGA score = -0.1398, P-value = 0.004661]	-	BIOGRID	P32773	-	NP_014837	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1953375	854423	851584	34639	32071	YOR249C	YDR021W	APC5	FAL1	RMC1|anaphase promoting complex subunit 5|L000004320	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1419	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: apc5-ca - fal1-1 [SGA score = -0.1419, P-value = 0.0002526]	-	BIOGRID	Q08683	-	NP_014892	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1955512	855934	851584	36014	32071	YPL169C	YDR021W	MEX67	FAL1	L000004314	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3404	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mex67-ts5 - fal1-1 [SGA score = -0.3404, P-value = 9.149E-17]	-	BIOGRID	Q99257	-	NP_015156	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1956555	856220	851584	36271	32071	YPR105C	YDR021W	COG4	FAL1	COD1|SEC38|SGF1|S000007660	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2553	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: cog4-5005 - fal1-1 [SGA score = -0.2553, P-value = 0]	-	BIOGRID	Q06096	-	NP_015430	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1956767	856223	851584	36274	32071	YPR108W	YDR021W	RPN7	FAL1	proteasome regulatory particle lid subunit RPN7|L000004307	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3126	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rpn7-3 - fal1-1 [SGA score = -0.3126, P-value = 1.882E-95]	-	BIOGRID	Q06103	-	NP_015433	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1956945	856255	851584	36303	32071	YPR137W	YDR021W	RRP9	FAL1	S000007466	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.167	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: rrp9-5001 - fal1-1 [SGA score = -0.1670, P-value = 2.636E-9]	-	BIOGRID	Q06506	-	NP_015463	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1957442	856311	851584	36353	32071	YPR181C	YDR021W	SEC23	FAL1	GTPase-activating protein SEC23|L000001846|S000028412	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1722	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sec23-1 - fal1-1 [SGA score = -0.1722, P-value = 0.00244]	-	BIOGRID	P15303	-	NP_015507	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967372	851584	851222	32071	31755	YDR021W	YAL011W	FAL1	SWC3	ATP-dependent RNA helicase FAL1|L000003480	SWC1	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1418	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - swc3 [SGA score = -0.1418, P-value = 1.122E-6]	-	BIOGRID	Q12099	-	NP_010304	P31376	-	NP_009391	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967373	851584	851214	32071	31747	YDR021W	YAL019W	FAL1	FUN30	ATP-dependent RNA helicase FAL1|L000003480	DNA-dependent ATPase FUN30|L000000645	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1242	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - fun30 [SGA score = -0.1242, P-value = 0.0001068]	-	BIOGRID	Q12099	-	NP_010304	P31380	-	NP_009383	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967374	851584	850440	32071	31052	YDR021W	YCR077C	FAL1	PAT1	ATP-dependent RNA helicase FAL1|L000003480	MRT1|L000001183|L000003214	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1689	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - pat1 [SGA score = -0.1689, P-value = 2.694E-43]	-	BIOGRID	Q12099	-	NP_010304	P25644	-	NP_010002	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967375	851584	851884	32071	32342	YDR021W	YDR289C	FAL1	RTT103	ATP-dependent RNA helicase FAL1|L000003480	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1624	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - rtt103 [SGA score = -0.1624, P-value = 7.935E-12]	-	BIOGRID	Q12099	-	NP_010304	Q05543	-	NP_010575	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967376	851584	851930	32071	32387	YDR021W	YDR330W	FAL1	UBX5	ATP-dependent RNA helicase FAL1|L000003480	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1591	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - ubx5 [SGA score = -0.1591, P-value = 7.054E-14]	-	BIOGRID	Q12099	-	NP_010304	Q06682	-	NP_010617	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967377	851584	850568	32071	31166	YDR021W	YFR014C	FAL1	CMK1	ATP-dependent RNA helicase FAL1|L000003480	calmodulin-dependent protein kinase CMK1|L000000366	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2531	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - cmk1 [SGA score = -0.2531, P-value = 1.416E-43]	-	BIOGRID	Q12099	-	NP_010304	P27466	-	NP_116669	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967378	851584	852854	32071	33217	YDR021W	YGL029W	FAL1	CGR1	ATP-dependent RNA helicase FAL1|L000003480	S000007411	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1635	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - cgr1-supp1 [SGA score = -0.1635, P-value = 3.47E-9]	-	BIOGRID	Q12099	-	NP_010304	P53188	-	NP_011486	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967379	851584	852753	32071	33127	YDR021W	YGL124C	FAL1	MON1	ATP-dependent RNA helicase FAL1|L000003480	AUT12	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1397	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - mon1 [SGA score = -0.1397, P-value = 5.345E-8]	-	BIOGRID	Q12099	-	NP_010304	P53129	-	NP_011391	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967380	851584	856464	32071	36499	YDR021W	YHR067W	FAL1	HTD2	ATP-dependent RNA helicase FAL1|L000003480	RMD12|hydroxyacyl-thioester dehydratase HTD2	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1564	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - htd2 [SGA score = -0.1564, P-value = 2.499E-5]	-	BIOGRID	Q12099	-	NP_010304	P38790	-	NP_011934	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967381	851584	856572	32071	36601	YDR021W	YHR167W	FAL1	THP2	ATP-dependent RNA helicase FAL1|L000003480	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1255	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - thp2 [SGA score = -0.1255, P-value = 0.002177]	-	BIOGRID	Q12099	-	NP_010304	O13539	-	NP_012037	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967382	851584	850940	32071	31506	YDR021W	YLR239C	FAL1	LIP2	ATP-dependent RNA helicase FAL1|L000003480	lipoyl(octanoyl) transferase LIP2	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1375	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - lip2 [SGA score = -0.1375, P-value = 0.0002258]	-	BIOGRID	Q12099	-	NP_010304	Q06005	-	NP_013340	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967383	851584	854966	32071	35128	YDR021W	YML041C	FAL1	VPS71	ATP-dependent RNA helicase FAL1|L000003480	SWC6	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1411	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - vps71 [SGA score = -0.1411, P-value = 2.595E-5]	-	BIOGRID	Q12099	-	NP_010304	Q03433	-	NP_013671	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967384	851584	855731	32071	35824	YDR021W	YNL001W	FAL1	DOM34	ATP-dependent RNA helicase FAL1|L000003480	ribosome dissociation factor DOM34|L000000517	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1934	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - dom34 [SGA score = -0.1934, P-value = 1.077E-8]	-	BIOGRID	Q12099	-	NP_010304	P33309	-	NP_014397	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
1967385	851584	855582	32071	300856	YDR021W	YNL140C	FAL1	YNL140C	ATP-dependent RNA helicase FAL1|L000003480	-	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2367	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: fal1-1 - ynl140c [SGA score = -0.2367, P-value = 1.444E-99]	-	BIOGRID	Q12099	-	NP_010304	P53910	-	NP_001257689	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2026643	1466427	851584	36969	32071	YAL063C-A	YDR021W	YAL063C-A	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1721	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: yal063c-a - fal1-1 [SGA score = -0.1721, P-value = 0.02623]	-	BIOGRID	Q3E791	-	NP_878039	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2026810	851282	851584	31809	32071	YAR031W	YDR021W	PRM9	FAL1	pheromone-regulated DUP240 family protein PRM9	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.3429	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: prm9 - fal1-1 [SGA score = -0.3429, P-value = 9.569E-5]	-	BIOGRID	P39551	-	NP_009418	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2028034	852294	851584	32710	32071	YBR009C	YDR021W	HHF1	FAL1	histone H4|L000000770	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1596	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: hhf1 - fal1-1 [SGA score = -0.1596, P-value = 0.03317]	-	BIOGRID	P02309	-	NP_009563	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2028175	852316	851584	32730	32071	YBR028C	YDR021W	YPK3	FAL1	putative protein kinase YPK3	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1572	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ypk3 - fal1-1 [SGA score = -0.1572, P-value = 0.04082]	-	BIOGRID	P38070	-	NP_009584	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2028540	852376	851584	32786	32071	YBR082C	YDR021W	UBC4	FAL1	E2 ubiquitin-conjugating protein UBC4|L000002407	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1458	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ubc4 - fal1-1 [SGA score = -0.1458, P-value = 0.0004939]	-	BIOGRID	P15731	-	NP_009638	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2028606	852380	851584	32790	32071	YBR085W	YDR021W	AAC3	FAL1	ANC3|ADP/ATP carrier protein AAC3|L000000005	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4067	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: aac3 - fal1-1 [SGA score = -0.4067, P-value = 6.96E-13]	-	BIOGRID	P18238	-	NP_009642	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2028965	1466445	851584	36987	32071	YBR111W-A	YDR021W	SUS1	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1504	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: sus1 - fal1-1 [SGA score = -0.1504, P-value = 0.01152]	-	BIOGRID	Q6WNK7	-	NP_878049	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2029635	852474	851584	32875	32071	YBR176W	YDR021W	ECM31	FAL1	3-methyl-2-oxobutanoate hydroxymethyltransferase|L000003901	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2477	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ecm31 - fal1-1 [SGA score = -0.2477, P-value = 0.0003374]	-	BIOGRID	P38122	-	NP_009735	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2029854	852522	851584	32918	32071	YBR221C	YDR021W	PDB1	FAL1	pyruvate dehydrogenase (acetyl-transferring) subunit E1 beta|L000001353	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.246	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pdb1 - fal1-1 [SGA score = -0.2460, P-value = 0.009845]	-	BIOGRID	P32473	-	NP_009780	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2030112	852566	851584	32959	32071	YBR262C	YDR021W	MIC12	FAL1	AIM5|FMP51|MCS12	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2048	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mic12 - fal1-1 [SGA score = -0.2048, P-value = 0.002771]	-	BIOGRID	P38341	-	NP_009821	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2030346	852602	851584	32992	32071	YBR299W	YDR021W	MAL32	FAL1	alpha-glucosidase MAL32|MALS|MAL3S|L000001015	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1534	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: mal32 - fal1-1 [SGA score = -0.1534, P-value = 0.03805]	-	BIOGRID	P38158	-	NP_009858	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2030405	2732686	851584	37085	32071	YCL005W-A	YDR021W	VMA9	FAL1	CWH36|LDB10|H(+)-transporting V0 sector ATPase subunit e	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.2133	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: vma9 - fal1-1 [SGA score = -0.2133, P-value = 5.916E-7]	-	BIOGRID	Q3E7B6	-	NP_958835	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2030525	850349	851584	30973	32071	YCL008C	YDR021W	STP22	FAL1	AGS1|VPL15|VPS23|ubiquitin-binding ESCRT-I subunit protein STP22|L000003975|S000029031|L000000064	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1271	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: stp22 - fal1-1 [SGA score = -0.1271, P-value = 0.008408]	-	BIOGRID	P25604	-	NP_009919	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2031528	850440	851584	31052	32071	YCR077C	YDR021W	PAT1	FAL1	MRT1|L000001183|L000003214	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.1409	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: pat1 - fal1-1 [SGA score = -0.1409, P-value = 0.0001227]	-	BIOGRID	P25644	-	NP_010002	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
2033094	851328	851584	31847	32071	YDL199C	YDR021W	YDL199C	FAL1	-	ATP-dependent RNA helicase FAL1|L000003480	Negative Genetic	genetic	Costanzo M (2016)	PUBMED:27708008	559292	559292	High Throughput	-0.4003	-	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: ydl199c - fal1-1 [SGA score = -0.4003, P-value = 6.092E-10]	-	BIOGRID	Q12407	-	NP_010082	Q12099	-	NP_010304	APO:0000063	colony size	phenotype	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
